f1-score_0,f1-score_1,f1-score_2,f1-score_3,f1-score_4,f1-score_5,loss,macro avg f1-score,macro avg precision,macro avg recall,micro avg f1-score,micro avg precision,micro avg recall,model_type,prediction_0,prediction_1,prediction_2,prediction_3,prediction_4,prediction_5,recall_0,recall_1,recall_2,recall_3,recall_4,recall_5,sparse_iou_0,sparse_iou_1,sparse_iou_2,sparse_iou_3,sparse_iou_4,sparse_iou_5,sparse_mean_iou,specific_name,support_0,support_1,support_2,support_3,support_4,support_5,weighted avg f1-score,weighted avg f1-score ignoring bg,weighted avg precision,weighted avg precision ignoring bg,weighted avg recall,weighted avg recall ignoring bg
0.9445415690390874,0.38110009982152476,0.07217937426433668,0.8662593266889461,0.6246345193121702,0.25564731837794574,0.42059548077685166,0.5240603679173351,0.5808625421600077,0.5076590068235934,0.709227670351253,0.7672440900552258,0.6593684444435753,hrnet,0.9265770798468963,0.3874484931375162,0.3275804101759498,0.881741322492203,0.7069532342046573,0.2548747131028226,0.9632164223077959,0.37495639120000845,0.040557978622536524,0.8513116286221936,0.5594869982757479,0.25642462191327803,0.8949878248084054,0.20859225167691275,0.03426551682196871,0.7641346080441684,0.45686348580264524,0.14002082697459112,0.41647741660440796,hrnetMulti,49091663,945910,1081045,7855806,3336519,587233,0.8878958054911612,0.6864811011068988,0.8846528844993418,0.735583494599929,0.8965200358115313,0.6593684444435753
